"","Name","Sport","Sex","Team","n"
"8922","Stephan Patrick Veen","Hockey","M","Netherlands",2
"8923","Stephan van den Berg","Sailing","M","Netherlands",1
"8924","Stephan Volkert","Rowing","M","Germany",2
"8925","Stephanie ""Steph"" Cook","Modern Pentathlon","F","Great Britain",1
"8926","Stephanie Beckert","Speed Skating","F","Germany",1
"8927","Stephanie Karenmonica Brown-Trafton","Athletics","F","United States",1
"8928","Stephanie Louise ""Steph"" Rice","Swimming","F","Australia",3
"8929","Stephanie Renee Cox (Lopez-)","Football","F","United States",1
"8930","Stephen Albert ""Steve"" Macknowski","Canoeing","M","United States",1
"8931","Stephen Alexander ""Sam"" Martin","Hockey","M","Great Britain",1
"8932","Stephen Bradley ""Brad"" Wilkerson","Baseball","M","United States",1
"8933","Stephen Brian Wooldridge","Cycling","M","Australia",1
"8934","Stephen David ""Steve"" Williams","Rowing","M","Great Britain",2
"8935","Stephen Edward ""Steve"" Clark","Swimming","M","United States",5
"8936","Stephen Edward ""Steve"" Hegg","Cycling","M","United States",1
"8937","Stephen Geoffrey ""Steven"" Redgrave","Rowing","M","Great Britain",5
"8938","Stephen Gregory ""Steve"" Yzerman","Ice Hockey","M","Canada",1
"8939","Stephen James ""Steve"" Batchelor","Hockey","M","Great Britain",1
"8940","Stephen John ""Steve"" Lysak","Canoeing","M","United States",1
"8941","Stephen K. ""Steve"" Lundquist","Swimming","M","United States",2
"8942","Stephen Karl ""Steve"" Rerych","Swimming","M","United States",2
"8943","Stephen Kiprotich","Athletics","M","Uganda",1
"8944","Stephen Mark ""Steve"" Hawkins","Rowing","M","Australia",1
"8945","Stephen Martin Mowlam","Hockey","M","Australia",1
"8946","Stephen Michael John ""Steve"" Ovett","Athletics","M","Great Britain",1
"8947","Stephen Patrick ""Steve"" Trapmore","Rowing","M","Great Britain",1
"8948","Stephen Todd ""Steve"" Alford","Basketball","M","United States",1
"8949","Steve Guerdat","Equestrianism","M","Switzerland",1
"8950","Steven ""Steve"" Holcomb","Bobsleigh","M","United States-1",1
"8951","Steven Bernard ""Steve"" Sheppard","Basketball","M","United States",1
"8952","Steven D. ""Steve"" McCrory","Boxing","M","United States",1
"8953","Steven Delano ""Steve"" Smith","Basketball","M","United States",1
"8954","Steven Dennis ""Steve"" Timmons","Volleyball","M","United States",2
"8955","Steven Earl ""Steve"" Lewis","Athletics","M","United States",3
"8956","Steven Earl ""Steve"" Riddick","Athletics","M","United States",1
"8957","Steven Edward ""Steve"" Salmons","Volleyball","M","United States",1
"8958","Steven Howard ""Steve"" Fraser","Wrestling","M","United States",1
"8959","Steven James Burke","Cycling","M","Great Britain",2
"8960","Steven John Bradbury","Short Track Speed Skating","M","Australia",1
"8961","Steven Leslie ""Steve"" Hooker","Athletics","M","Australia",1
"8962","Steven Lopez","Taekwondo","M","United States",2
"8963","Steven Mark ""Steve"" Christoff","Ice Hockey","M","United States",1
"8964","Steven Michael ""Steve"" Mesler","Bobsleigh","M","United States-1",1
"8965","Steven Richard ""Steve"" Erickson","Sailing","M","United States",1
"8966","Stewart Harold Morris","Sailing","M","Swift",1
"8967","Stine Lise Hattestad (-Bratsberg)","Freestyle Skiing","F","Norway",1
"8968","Stoyan Delchev","Gymnastics","M","Bulgaria",1
"8969","Stoyanka Gruycheva-Kurbatova","Rowing","F","Bulgaria",1
"8970","Stuart Brian Tinney","Equestrianism","M","Australia",1
"8971","Stuart Peter O'Grady","Cycling","M","Australia",1
"8972","Stuart Ralston Laidlaw","Lacrosse","M","Winnipeg Shamrocks-1",1
"8973","Sture Henrik Ericsson (-Ewrus)","Gymnastics","M","Sweden",1
"8974","Sture Henrik Stork","Sailing","M","Rush V",1
"8975","Sture Sivertsen","Cross Country Skiing","M","Norway",1
"8976","Stylianos ""Stelios"" Mygiakis","Wrestling","M","Greece",1
"8977","Sukanya Srisurat","Weightlifting","F","Thailand",1
"8978","Sulo Artur Salmi","Gymnastics","M","Finland",1
"8979","Sulo Nurmela","Cross Country Skiing","M","Finland",1
"8980","Sultanbai Saburovych ""Sultan"" Rakhmanov","Weightlifting","M","Soviet Union",1
"8981","Summer Elisabeth Sanders (-Henderson, -Schlopy)","Swimming","F","United States",2
"8982","Sumner Paine","Shooting","M","United States",1
"8983","Sumner Wheeler White, III","Sailing","M","Complex II",1
"8984","Sun Fuming","Judo","F","China",1
"8985","Sun Linlin","Short Track Speed Skating","F","China",1
"8986","Sun Shuwei","Diving","M","China",1
"8987","Sun Tiantian","Tennis","F","China-1",1
"8988","Sun Yang","Swimming","M","China",3
"8989","Sun Yujie","Fencing","F","China",1
"8990","Sunday Bada","Athletics","M","Nigeria",1
"8991","Sunday Ogorchukwu Oliseh","Football","M","Nigeria",1
"8992","Sunder Lamont Nix","Athletics","M","United States",1
"8993","Sune Isidor Andersson","Football","M","Sweden",1
"8994","Suren Rubenovich Nalbandyan","Wrestling","M","Soviet Union",1
"8995","Surinder Singh Sodhi Shokar","Hockey","M","India",1
"8996","Susan ""Sue"" Huggett","Hockey","F","Zimbabwe",1
"8997","Susan ""Susie"" O'Neill","Swimming","F","Australia",2
"8998","Susan Christina ""Chris"" von Saltza (-Olmstead)","Swimming","F","United States",3
"8999","Susan Elizabeth Doerr","Swimming","F","United States",1
"9000","Susan Gerard Rapp (-von der Lippe)","Swimming","F","United States",1
"9001","Susan Jane ""Sue"" Pedersen (-Pankey)","Swimming","F","United States",2
"9002","Susan Kay ""Sue"" Pitt (-Anderson)","Swimming","F","United States",1
"9003","Susannah Townsend","Hockey","F","Great Britain",1
"9004","Susanne ""Sue"" Gossick","Diving","F","United States",1
"9005","Susanne E. ""Susan"" Laird (-Scavey)","Swimming","F","United States",1
"9006","Susanne Jean ""Susie"" Atwood","Swimming","F","United States",1
"9007","Susanne Jean ""Suzy"" Jones (-Roy)","Swimming","F","United States",1
"9008","Susanne Marie ""Susan"" Shields (-White)","Swimming","F","United States",1
"9009","Susanne Munk Lauritsen (-Wilbek)","Handball","F","Denmark",1
"9010","Suzannah Bianco","Synchronized Swimming","F","United States",1
"9011","Suzanne ""Sue"" Merz","Ice Hockey","F","United States",1
"9012","Suzanne Brigit ""Sue"" Bird","Basketball","F","United States",4
"9013","Suzanne Elspeth ""Suzy"" Balogh","Shooting","F","Australia",1
"9014","Suzanne Rachel Flore Lenglen","Tennis","F","France",1
"9015","Suzanne Rachel Flore Lenglen","Tennis","F","France-3",1
"9016","Suzanne Theresa ""Suzie"" McConnell (-Serio)","Basketball","F","United States",1
"9017","Sven-ke Lundbck","Cross Country Skiing","M","Sweden",1
"9018","Sven-Olov Isak Sjdelius","Canoeing","M","Sweden",2
"9019","Sven Alfred Thofelt","Modern Pentathlon","M","Sweden",1
"9020","Sven Anders Grderud","Athletics","M","Sweden",1
"9021","Sven Axel Arigo Rosn","Gymnastics","M","Sweden",2
"9022","Sven Axel Richard Landberg","Gymnastics","M","Sweden",2
"9023","Sven Bertil Johansson","Canoeing","M","Sweden",1
"9024","Sven Fischer","Biathlon","M","Germany",4
"9025","Sven Gustaf Thorell","Sailing","M","Sweden",1
"9026","Sven Hannawald (Phler-)","Ski Jumping","M","Germany",1
"9027","Sven Kramer","Speed Skating","M","Netherlands",3
"9028","Sven Ludvig Utterstrm","Cross Country Skiing","M","Sweden",1
"9029","Sven Meinhardt","Hockey","M","Germany",1
"9030","Sven Olof ""Sven-Olof"" Jonsson","Gymnastics","M","Sweden",1
"9031","Sven Olof Johnson","Gymnastics","M","Sweden",1
"9032","Sven Otto Forssman","Gymnastics","M","Sweden",1
"9033","Sven Tomas Gustafson","Speed Skating","M","Sweden",3
"9034","Svend Meulengracht Madsen (Meulengracht-Madsen-)","Gymnastics","M","Denmark",1
"9035","Svenja Anette Huth","Football","F","Germany",1
"9036","Svensk Hjalmar Zakeus Andersson","Athletics","M","Sweden",1
"9037","Sverine Anne-Marie Vandenhende","Judo","F","France",1
"9038","Sverre Melvin Farstad","Speed Skating","M","Norway",1
"9039","Sverre Stenersen","Nordic Combined","M","Norway",1
"9040","Svetla Khristova Otsetova","Rowing","F","Bulgaria",1
"9041","Svetlana Aleksandrova Zaboluyeva-Antipova (-Belova)","Basketball","F","Unified Team",1
"9042","Svetlana Aleksandrovna Masterkova","Athletics","F","Russia",2
"9043","Svetlana Alekseyevna Romashina","Synchronized Swimming","F","Russia",5
"9044","Svetlana Anastasovski-Obuina","Handball","F","Yugoslavia",1
"9045","Svetlana Anatolyevna Boyko","Fencing","F","Russia",1
"9046","Svetlana Dai-Kiti","Handball","F","Yugoslavia",1
"9047","Svetlana Dmitriyevna Nikishina (-Kunysheva)","Volleyball","F","Soviet Union",1
"9048","Svetlana Irekovna Ishmuratova","Biathlon","F","Russia",2
"9049","Svetlana Khristoforovna Grozdova (-Mikhalitseva)","Gymnastics","F","Soviet Union",1
"9050","Svetlana Konstantinovna Kolesnichenko","Synchronized Swimming","F","Russia",1
"9051","Svetlana Leonidovna Boginskaya","Gymnastics","F","Soviet Union",2
"9052","Svetlana Leonidovna Boginskaya","Gymnastics","F","Unified Team",1
"9053","Svetlana Mikhaylovna Badulina (-Safronova)","Volleyball","F","Soviet Union",1
"9054","Svetlana Mugoa-Anti","Handball","F","Yugoslavia",1
"9055","Svetlana Nikolayevna Baitova","Gymnastics","F","Soviet Union",1
"9056","Svetlana Nikolayevna Podobedova","Weightlifting","F","Kazakhstan",1
"9057","Svetlana Sergeyevna Boyarkina-Zhurova","Speed Skating","F","Russia",1
"9058","Svetlana Tirkova (-Lozovaja)","Fencing","F","Soviet Union",2
"9059","Svetlana Vadimovna Korytova","Volleyball","F","Soviet Union",1
"9060","Svetlana Valeryevna Bazhanova","Speed Skating","F","Russia",1
"9061","Svetlana Vasilyevna Khorkina","Gymnastics","F","Russia",2
"9062","Svetlana Vladimirovna Krivelyova","Athletics","F","Unified Team",1
"9063","Svetlana Vyacheslavovna Nageykina","Cross Country Skiing","F","Soviet Union",1
"9064","Svetlana Yuryevna Sleptsova","Biathlon","F","Russia",1
"9065","Swintayla Marie ""Swin"" Cash","Basketball","F","United States",2
"9066","Sybil Fenton Newall","Archery","F","Great Britain",1
"9067","Sybil Lorina Bauer","Swimming","F","United States",1
"9068","Sybille Reinhardt (Tietze-)","Rowing","F","East Germany",1
"9069","Sybille Schmidt","Rowing","F","Germany",1
"9070","Sydney Albert ""Syd"" Middleton","Rugby","M","Australasia",1
"9071","Sydney Rae Leroux (-Dwyer)","Football","F","United States",1
"9072","Syed Ghulam Moinuddin","Hockey","M","Pakistan",1
"9073","Syed Mushtaq Ali","Hockey","M","India",1
"9074","Sylke Otto","Luge","F","Germany",2
"9075","Sylvi Riitta Saimo (Siki-)","Canoeing","F","Finland",1
"9076","Sylvia Eliina Ruuska","Swimming","F","United States",1
"9077","Sylvia Rose (Mller-)","Rowing","F","East Germany",1
"9078","Sylvia Shaqueria Fowles","Basketball","F","United States",3
"9079","Sylvie Bernier","Diving","F","Canada",1
"9080","Sylvie Daigle","Short Track Speed Skating","F","Canada",1
"9081","Sylvie Frchette (-Van Strydonck)","Synchronized Swimming","F","Canada",1
"9082","Szilveszter Csollny","Gymnastics","M","Hungary",1
"9083","Szymon Zikowski","Athletics","M","Poland",1
"9084","Tabea Kemme","Football","F","Germany",1
"9085","Taco Hajo van den Honert","Hockey","M","Netherlands",1
"9086","Tadahiro Nomura","Judo","M","Japan",3
"9087","Tadayoshi Yokota","Volleyball","M","Japan",1
"9088","Tadeusz lusarski","Athletics","M","Poland",1
"9089","Tae Satoya","Freestyle Skiing","F","Japan",1
"9090","Tage Henriksen","Rowing","M","Denmark",1
"9091","Tagir Kamalutdinovich Khaybulayev","Judo","M","Russia",1
"9092","Taha Akgl","Wrestling","M","Turkey",1
"9093","Tairia Flowers","Softball","F","United States",1
"9094","Taismary ""Tai"" Agero Leiva (-Botteghi)","Volleyball","F","Cuba",1
"9095","Takafumi Nishitani","Short Track Speed Skating","M","Japan",1
"9096","Takako Iida","Volleyball","F","Japan",1
"9097","Takako Shirai (-Takagi)","Volleyball","F","Japan",1
"9098","Takanobu Okabe","Ski Jumping","M","Japan",1
"9099","Takanori Kono","Nordic Combined","M","Japan",2
"9100","Takao Kawaguchi","Judo","M","Japan",1
"9101","Takao Sakurai","Boxing","M","Japan",1
"9102","Takashi Kobayashi","Wrestling","M","Japan",1
"9103","Takashi Mitsukuri","Gymnastics","M","Japan",2
"9104","Takashi Ono","Gymnastics","M","Japan",5
"9105","Takashi Yokoyama","Swimming","M","Japan",1
"9106","Takehide Nakatani","Judo","M","Japan",1
"9107","Takehiro Kashima","Gymnastics","M","Japan",1
"9108","Takeichi Nishi","Equestrianism","M","Japan",1
"9109","Takeo Kamachi","Shooting","M","Japan",1
"9110","Takeshi Kato","Gymnastics","M","Japan",1
"9111","Takuji Hayata","Gymnastics","M","Japan",2
"9112","Talant Mushanbetovich Duyshebayev","Handball","M","Unified Team",1
"9113","Talmo Curto de Oliveira","Volleyball","M","Brazil",1
"9114","Tamara Alekseyevna Lyukhina-Zamotaylova","Gymnastics","F","Soviet Union",2
"9115","Tamara Andreyevna Tyshkevich","Athletics","F","Soviet Union",1
"9116","Tamara Csipes","Canoeing","F","Hungary",1
"9117","Tamara Ivanovna Manina","Gymnastics","F","Soviet Union",2
"9118","Tamara Ivanovna Tikhonova","Cross Country Skiing","F","Soviet Union",2
"9119","Tamara Natanovna Press","Athletics","F","Soviet Union",3
"9120","Tamara Vasilyevna Lazakovich","Gymnastics","F","Soviet Union",1
"9121","Tamika Devonne Catchings","Basketball","F","United States",4
"9122","Tamio ""Tommy"" Kono","Weightlifting","M","United States",2
"9123","Tammy Lee Shewchuk (-Dryden)","Ice Hockey","F","Canada",1
"9124","Tammy P. Cleland-McGregor","Synchronized Swimming","F","United States",1
"9125","Tamra Dauniene (Kaagina-)","Basketball","F","Soviet Union",1
"9126","Tams Darnyi","Swimming","M","Hungary",4
"9127","Tams Farag","Water Polo","M","Hungary",1
"9128","Tams Gbor","Fencing","M","Hungary",1
"9129","Tams Kss","Water Polo","M","Hungary",3
"9130","Tams Mendelnyi","Fencing","M","Hungary",1
"9131","Tams Molnr","Water Polo","M","Hungary",3
"9132","Tams Mrcz","Water Polo","M","Hungary",1
"9133","Tams Varga","Water Polo","M","Hungary",2
"9134","Tandara Caixeta","Volleyball","F","Brazil",1
"9135","Taner Sar","Weightlifting","M","Turkey",1
"9136","Tang Bin","Rowing","F","China",1
"9137","Tang Gonghong","Weightlifting","F","China",1
"9138","Tang Lin","Judo","F","China",1
"9139","Tang Lingsheng","Weightlifting","M","China",1
"9140","Tania Di Mario","Water Polo","F","Italy",1
"9141","Tania Lamarca Celada","Rhythmic Gymnastics","F","Spain",1
"9142","Tania Ortz Calvo","Volleyball","F","Cuba",1
"9143","Tanja Frieden","Snowboarding","F","Switzerland",1
"9144","Tanvir Ahmad Dar","Hockey","M","Pakistan",1
"9145","Tanya Bogomilova-Dangalakova","Swimming","F","Bulgaria",1
"9146","Tanyu Khristov Kiryakov","Shooting","M","Bulgaria",2
"9147","Tao Luna","Shooting","F","China",1
"9148","Taoufik Makhloufi","Athletics","M","Algeria",1
"9149","Tapio Valfrid Mkel","Cross Country Skiing","M","Finland",1
"9150","Tara Kristen Lipinski (-Kapostasy)","Figure Skating","F","United States",1
"9151","Tara Lee Nott-Cunningham","Weightlifting","F","United States",1
"9152","Tara Leigh-Anne Watchorn","Ice Hockey","F","Canada",1
"9153","Tara Mounsey","Ice Hockey","F","United States",1
"9154","Taras Yuryevich Khtey","Volleyball","M","Russia",1
"9155","Taribo West","Football","M","Nigeria",1
"9156","Tariq Aziz","Hockey","M","Pakistan",1
"9157","Tariq Niazi","Hockey","M","Pakistan",1
"9158","Tarjei B","Biathlon","M","Norway",1
"9159","Tarlochan Singh Bawa","Hockey","M","India",1
"9160","Tarnee Renee White (-Southwell)","Swimming","F","Australia",1
"9161","Taryn Nadine Woods","Water Polo","F","Australia",1
"9162","Tate Smith","Canoeing","M","Australia",1
"9163","Tatjana Hfner","Luge","F","Germany",1
"9164","Tatsuhiro Yonemitsu","Wrestling","M","Japan",1
"9165","Tatyana Aleksandrovna Kraynova (-Romashkan)","Volleyball","F","Soviet Union",1
"9166","Tatyana Aleksandrovna Navka","Figure Skating","F","Russia-1",1
"9167","Tatyana Alekseyevna Kolpakova (-Abbyasova)","Athletics","F","Soviet Union",1
"9168","Tatyana Borisovna Averina-Barabash","Speed Skating","F","Soviet Union",2
"9169","Tatyana Dmitriyevna Petrenko-Samusenko","Fencing","F","Soviet Union",3
"9170","Tatyana Filippovna Sarycheva","Volleyball","F","Soviet Union",2
"9171","Tatyana Gennadyevna Goyshchik (-Nasonova)","Athletics","F","Soviet Union",1
"9172","Tatyana Igorevna Gorbunova","Rhythmic Gymnastics","F","Russia",1
"9173","Tatyana Ivanovna Sidorenko","Volleyball","F","Soviet Union",1
"9174","Tatyana Ivanovna Totmyanina","Figure Skating","F","Russia-1",1
"9175","Tatyana Mikhaylovna Ivinskaya (-Beloshapko)","Basketball","F","Soviet Union",1
"9176","Tatyana Mikhaylovna Ledovskaya","Athletics","F","Soviet Union",1
"9177","Tatyana Nikolayevna Ovechkina (Kabayeva-)","Basketball","F","Soviet Union",2
"9178","Tatyana Pavlovna Gonobobleva (Semyonova-)","Volleyball","F","Soviet Union",1
"9179","Tatyana Petrovna Ponyayeva-Tretyakova","Volleyball","F","Soviet Union",2
"9180","Tatyana Romanovna Lebedeva","Athletics","F","Russia",1
"9181","Tatyana Sergeyevna Kurbakova","Rhythmic Gymnastics","F","Russia",1
"9182","Tatyana Vasilyevna Kazankina (-Kovalenko)","Athletics","F","Soviet Union",3
"9183","Tatyana Viktorovna Lysenko (-Beloborodova)","Athletics","F","Russia",1
"9184","Tatyana Vladimirova Yerokhina","Handball","F","Russia",1
"9185","Tatyana Yuryevna Logunova","Fencing","F","Russia",2
"9186","Taufik Hidayat","Badminton","M","Indonesia",1
"9187","Tauqir Dar","Hockey","M","Pakistan",1
"9188","Taylor Ellis-Watson","Athletics","F","United States",1
"9189","Taylor Ritzel","Rowing","F","United States",1
"9190","Tayna Lawrence","Athletics","F","Jamaica",1
"9191","Tayshaun Durell Prince","Basketball","M","United States",1
"9192","Tecla Marinescu-Borcnea (Afanasie-)","Canoeing","F","Romania",1
"9193","Teddy Pierre-Marie Riner","Judo","M","France",2
"9194","tefan Petrescu","Shooting","M","Romania",1
"9195","tefan Rusu","Wrestling","M","Romania",1
"9196","Tefilo Stevenson Laurence","Boxing","M","Cuba",3
"9197","Teignmouth Philip ""Tim"" Melvill","Polo","M","Great Britain",1
"9198","Tejbir Bura","Alpinism","M","Nepal",1
"9199","Tell Schirnding Berna","Athletics","M","United States",1
"9200","Tellef Kristian ""Tell"" Wagle","Sailing","M","Irene",1
"9201","Temba Sherpa","Alpinism","M","India",1
"9202","Teng Haibin","Gymnastics","M","China",1
"9203","Tenley Emma Albright (-Gardiner, -Blakely)","Figure Skating","F","United States",1
"9204","Terence George ""Terry"" Spinks","Boxing","M","Great Britain",1
"9205","Terence Gilbert ""Terry"" Dischinger","Basketball","M","United States",1
"9206","Terence Percival ""Ted"" Hanney","Football","M","Great Britain",1
"9207","Terence Robert Beaumont Sanders","Rowing","M","Great Britain",1
"9208","Teresa Barbara Ciepy-Wieczorek","Athletics","F","Poland",1
"9209","Teresa Edwards","Basketball","F","United States",4
"9210","Teresa Gaye Weatherspoon","Basketball","F","United States",1
"9211","Teresa Motos Izeta","Hockey","F","Spain",1
"9212","Tereza Moncheva Marinova","Athletics","F","Bulgaria",1
"9213","Terje Bjarte Langli","Cross Country Skiing","M","Norway",1
"9214","Terrence John ""Terry"" McCann","Wrestling","M","United States",1
"9215","Terrence Michael ""Terry"" Paul","Rowing","M","Canada",1
"9216","Teruichi Okamura","Gymnastics","M","Japan",1
"9217","Teslim Babatunde Fatusi","Football","M","Nigeria",1
"9218","Tessa Bonhomme","Ice Hockey","F","Canada",1
"9219","Tessa Gobbo","Rowing","F","United States",1
"9220","Tessa Jane Virtue (-McCormick)","Figure Skating","F","Canada-1",1
"9221","Tessa Parkinson","Sailing","F","Australia",1
"9222","Tetiana Andrivna Volosozhar","Figure Skating","F","Russia",1
"9223","Tetiana Andrivna Volosozhar","Figure Skating","F","Russia-1",1
"9224","Tetiana Feliksivna Lysenko","Gymnastics","F","Unified Team",2
"9225","Tetiana Hryhorivna Hlushchenko (-Lapshynova)","Handball","F","Soviet Union",1
"9226","Tetiana Ivanivna Makarets-Kocherhina","Handball","F","Soviet Union",2
"9227","Tetiana Kostiantynivna Hutsu","Gymnastics","F","Unified Team",2
"9228","Tetiana Pavlivna Zakharova-Nadyrova","Basketball","F","Soviet Union",2
"9229","Tetiana Vasylivna Prorochenko (-Burakova)","Athletics","F","Soviet Union",1
"9230","Tetiana Volodymyrivna Samolenko-Dorovskykh (Khamitova-, -Apaicheva)","Athletics","F","Soviet Union",1
"9231","Tetsuo Hamuro","Swimming","M","Japan",1
"9232","Tetsuo Nishimoto","Volleyball","M","Japan",1
"9233","Tetsuo Sato","Volleyball","M","Japan",1
"9234","Teun Floris de Nooijer","Hockey","M","Netherlands",2
"9235","Tevfik K","Wrestling","M","Turkey",1
"9236","Thasa Daher de Menezes","Volleyball","F","Brazil",2
"9237","Thelma H. Kalama (-Aiu)","Swimming","F","United States",1
"9238","Theodora Elisabeth Gerarda ""Anky"" van Grunsven","Equestrianism","F","Netherlands",3
"9239","Theodore Allison ""Ted"" Nash, II","Rowing","M","United States",1
"9240","Theodore Howard Somervell","Alpinism","M","Great Britain",1
"9241","Theodore Sharp ""Ted"" Ligety","Alpine Skiing","M","United States",2
"9242","Theodorus ""Theo"" Willems","Archery","M","Netherlands",1
"9243","Theoren Wallace ""Theo"" Fleury","Ice Hockey","M","Canada",1
"9244","Theresa Andrews","Swimming","F","United States",2
"9245","Theresa Ione ""Tessa"" Sanderson (-White)","Athletics","F","Great Britain",1
"9246","Theresa Zabell Lucas","Sailing","F","Spain",2
"9247","Therese Johaug","Cross Country Skiing","F","Norway",1
"9248","Thiago Braz da Silva","Athletics","M","Brazil",1
"9249","Thiago Maia Alencar","Football","M","Brazil",1
"9250","Thibaut Vallette","Equestrianism","M","France",1
"9251","Thierry Omeyer","Handball","M","France",2
"9252","Thierry Pponnet","Sailing","M","France",1
"9253","Thierry Rey","Judo","M","France",1
"9254","Thies Kaspareit","Equestrianism","M","West Germany",1
"9255","Thilo Stralkowski","Hockey","M","Germany",1
"9256","Thomas ""Tommy"" Hampson","Athletics","M","Great Britain",1
"9257","Thomas Allen ""Tom"" Pollock","Ice Hockey","M","Canada",1
"9258","Thomas Allen ""Tom"" Shields","Swimming","M","United States",1
"9259","Thomas Alsgaard (Alsgrd-)","Cross Country Skiing","M","Norway",5
"9260","Thomas Andrew ""Tom"" Malchow","Swimming","M","United States",1
"9261","Thomas Bach","Fencing","M","West Germany",1
"9262","Thomas Bimis","Diving","M","Greece",1
"9263","Thomas Blackwood ""Tom"" Murray","Curling","M","Great Britain",1
"9264","Thomas Campbell Webster","Sailing","M","Angelita",1
"9265","Thomas Christopher Burn","Football","M","Great Britain",1
"9266","Thomas Coats Glen Glen-Coats","Sailing","M","Hera-1",1
"9267","Thomas Coe","Water Polo","M","Osborne Swimming Club, Manchester",1
"9268","Thomas Domian","Rowing","M","West Germany",1
"9269","Thomas Doodputlee McMeekin","Sailing","M","Dormy-1",1
"9270","Thomas Ebert","Rowing","M","Denmark",2
"9271","Thomas Edmund ""Tom"" Burke","Athletics","M","United States",2
"9272","Thomas Edward ""Eddie"" Tolan, Jr.","Athletics","M","United States",2
"9273","Thomas Edward ""Ted"" Hibberd","Ice Hockey","M","Canada",1
"9274","Thomas Edwin ""Tom"" Bruce","Swimming","M","United States",1
"9275","Thomas Fitzgerald ""Tom"" Dolan","Swimming","M","United States",2
"9276","Thomas Flach","Sailing","M","East Germany",1
"9277","Thomas Flach","Sailing","M","Germany",1
"9278","Thomas Francis ""Tom"" Kiely","Athletics","M","Great Britain",1
"9279","Thomas Franklin ""Tom"" Gayford","Equestrianism","M","Canada",1
"9280","Thomas G. ""Tommy"" Hannan","Swimming","M","United States",1
"9281","Thomas Gerald Tait","Sailing","M","Hera-1",1
"9282","Thomas Glasson Lance","Cycling","M","Great Britain",1
"9283","Thomas Greiner","Rowing","M","East Germany",1
"9284","Thomas Henry ""Tom"" Thould","Water Polo","M","Great Britain",1
"9285","Thomas Jack ""Tom"" King","Sailing","M","Australia",1
"9286","Thomas Jackson ""Tom"" Charlton, Jr.","Rowing","M","United States",1
"9287","Thomas Jacobsen","Sailing","M","Denmark",1
"9288","Thomas James ""Tom"" Anderson","Sailing","M","Australia",1
"9289","Thomas James ""Tom"" Richards","Rugby","M","Australasia",1
"9290","Thomas John ""Johnnie"" Matthews","Cycling","M","Great Britain",1
"9291","Thomas John ""Tom"" Hicks","Athletics","M","United States",1
"9292","Thomas John ""Tom"" Hoff","Volleyball","M","United States",1
"9293","Thomas John Mitchell ""Tom"" Ashley","Sailing","M","New Zealand",1
"9294","Thomas Joseph ""Tom"" LaGarde","Basketball","M","United States",1
"9295","Thomas Kennedy ""Tom"" Amlong","Rowing","M","United States",1
"9296","Thomas Khler","Luge","M","East Germany-1",1
"9297","Thomas Khler","Luge","M","Germany",1
"9298","Thomas Lange","Rowing","M","East Germany",1
"9299","Thomas Lange","Rowing","M","Germany",1
"9300","Thomas Lars Wassberg","Cross Country Skiing","M","Sweden",4
"9301","Thomas Mark ""Tom"" Williams","Ice Hockey","M","United States",1
"9302","Thomas Mark Mikael Johanson","Sailing","M","Finland",1
"9303","Thomas Matthew ""Tom"" Ransley","Rowing","M","Great Britain",1
"9304","Thomas Michael ""Tom"" Jager","Swimming","M","United States",5
"9305","Thomas Mllenkamp","Rowing","M","West Germany",1
"9306","Thomas Mller","Nordic Combined","M","West Germany",1
"9307","Thomas Morgenstern","Ski Jumping","M","Austria",3
"9308","Thomas Munkelt","Athletics","M","East Germany",1
"9309","Thomas Nelson ""Tom"" Brands, II","Wrestling","M","United States",1
"9310","Thomas Patrick ""Tom"" Gorman","Lacrosse","M","Canada",1
"9311","Thomas Pelham ""Tom"" Curtis","Athletics","M","United States",1
"9312","Thomas Peter ""Pete"" Rademacher","Boxing","M","United States",1
"9313","Thomas Poulsen","Rowing","M","Denmark",1
"9314","Thomas Reineck","Canoeing","M","Germany",2
"9315","Thomas Rhler","Athletics","M","Germany",1
"9316","Thomas Robin Valerian Dixon","Bobsleigh","M","Great Britain-1",1
"9317","Thomas Schmidt","Canoeing","M","Germany",1
"9318","Thomas Schroll","Bobsleigh","M","Austria-1",1
"9319","Thomas Sean ""Tom"" McBreen","Swimming","M","United States",1
"9320","Thomas Stangassinger","Alpine Skiing","M","Austria",1
"9321","Thomas Steele ""Tom"" Price","Rowing","M","United States",1
"9322","Thomas Sven ""Tommy"" Moe","Alpine Skiing","M","United States",1
"9323","Thomas Sydney ""Tom"" Griffin","Rugby","M","Australasia",1
"9324","Thomas Sylvester ""Tom"" Taylor","Football","M","Galt Football Club",1
"9325","Thomas Thorstensen","Gymnastics","M","Norway",1
"9326","Thomas Valentin Aas","Sailing","M","Taifun",1
"9327","Thomas Watkin ""Tom"" James","Rowing","M","Great Britain",2
"9328","Thomas William ""Tom"" Courtney","Athletics","M","United States",2
"9329","Thomas William ""Tommy"" Green","Athletics","M","Great Britain",1
"9330","Thor rvig","Sailing","M","Heira II",1
"9331","Thor Thorvaldsen","Sailing","M","Pan",2
"9332","Thoralf Johan Glad","Sailing","M","Taifun",1
"9333","Thorleif Asbjrn Kristoffersen","Sailing","M","Sildra-1",1
"9334","Thorleif H. Holbye","Sailing","M","Irene",1
"9335","Thorleif Haug (Johnsen-)","Cross Country Skiing","M","Norway",2
